rt,stimulus,response,type_of_trial,subject,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,all_responses,accuracy,words,clue,board,pragmatics,accessibility,clue_type,question_order
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,45,844184,0.0-3.0-0.17,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
25490,FINANCIAL,"[""TAX"",""TUITION""]",,95933,connector,46,869679,0.0-3.0-1.17,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""TAX"",""DECEIT"",""TUITION""]",1,tax-tuition,financial,"[""ASTROLOGY"",""OPPOSITE"",""FOOTSTOOL"",""AMPHIBIAN"",""DECEIT"",""PYRAMIDS"",""MANUAL"",""BELONGINGS"",""TAX"",""GLAMOROUS"",""QUID"",""CRINGE"",""HUNCH"",""TUNES"",""TUITION"",""ANTICIPATION"",""SQUID"",""ASLEEP"",""GENTLEMAN"",""SHORTS""]",0.000169663,2,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,47,870682,0.0-3.0-0.18,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
55643,EARTH,"[""HEAVEN"",""PURGATORY""]",,95933,connector,48,926329,0.0-3.0-1.18,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""HEAVEN"",""PURGATORY""]",1,purgatory-heaven,earth,"[""RELATED"",""FORETHOUGHT"",""SEDATIVE"",""INTERN"",""CLAMS"",""BLONDE"",""MONTH"",""NET"",""HEAVEN"",""LEDGER"",""FINGERS"",""SUPER"",""CABINET"",""BIBLICAL"",""SLUR"",""PURGATORY"",""PANTS"",""COMPATIBLE"",""BROWN"",""BUM""]",0.0000821,64,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,49,927333,0.0-3.0-0.19,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
16978,PAYMENT,"[""PAID"",""GRATUITY""]",,95933,connector,50,944317,0.0-3.0-1.19,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""PAID"",""GRATUITY""]",1,paid-gratuity,payment,"[""BEARS"",""VIBRATE"",""ASSET"",""PAINTING"",""HIPSTER"",""PORTRAY"",""SLINGSHOT"",""GRATUITY"",""APPREHENSIVE"",""PAID"",""FLATTERING"",""HIKING"",""OBSERVANT"",""SOW"",""RELATIVE"",""TRIANGLE"",""SUPERB"",""ANTENNA"",""DECEPTION"",""EARLY""]",0.000186137,29,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,51,945321,0.0-3.0-0.20,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
34262,BREATHE,"[""OXYGEN"",""VENT""]",,95933,connector,52,979588,0.0-3.0-1.20,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""OXYGEN"",""VENT""]",1,vent-oxygen,breathe,"[""PLANES"",""SCANDAL"",""APPLY"",""GINGERBREAD"",""CORNER"",""BRAMBLE"",""CHOWDER"",""BOOGIE"",""MALEVOLENT"",""EYES"",""OXYGEN"",""MONEY"",""OBLIGATORY"",""VENT"",""ENLARGE"",""AUDITORIUM"",""ROOKIE"",""NEWBIE"",""POINTY"",""SEASONING""]",0.000166621,255,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,53,980593,0.0-3.0-0.21,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
58744,JUMPING,"[""YOUTHFUL"",""WISPY""]",,95933,connector,54,1039343,0.0-3.0-1.21,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""YOUTHFUL"",""WISPY""]",0,teenager-youthful,jumping,"[""CHIVALROUS"",""FRUSTRATED"",""IMAGINE"",""TOT"",""TREBLE"",""BELONGING"",""PENNY"",""DECLARE"",""RIDING"",""INVISIBLE"",""METRIC"",""GENERALLY"",""ROYALTY"",""YOUTHFUL"",""NUDITY"",""DEMOLISH"",""WISPY"",""SHINGLES"",""TEENAGER"",""WIFE""]",0.0000896,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,55,1040349,0.0-3.0-0.22,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
50681,GARDEN,"[""VEGAN"",""HOSE""]",,95933,connector,56,1091035,0.0-3.0-1.22,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""VEGAN"",""ENCLOSURE"",""HOSE""]",0,hose-bathing,garden,"[""APPREHEND"",""GLORIOUS"",""CHIC"",""ENCLOSURE"",""EMAIL"",""QUENCH"",""GLOWING"",""BRAVERY"",""BATHING"",""CERTAIN"",""SCRAMBLE"",""INBETWEEN"",""VIPER"",""VEGAN"",""HOSE"",""DOWNHILL"",""TERRIBLE"",""OUTLAW"",""REQUEST"",""STOCK""]",0.0000872,150,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,57,1092041,0.0-3.0-0.23,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
23128,TROUT,"[""PIRANHA"",""POND""]",,95933,connector,58,1115174,0.0-3.0-1.23,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""PERSON"",""PIRANHA"",""POND""]",0,stickleback-piranha,trout,"[""ANATOMY"",""CLARITY"",""BREATHING"",""HOMAGE"",""DRESSY"",""IMITATE"",""STICKLEBACK"",""POND"",""TESTIFY"",""PIRANHA"",""ATOM"",""BREAKFAST"",""WHEELCHAIR"",""PICTURESQUE"",""ENDEAVOR"",""CROWN"",""PERSON"",""RESOLUTION"",""TEACHER"",""PANCAKES""]",0.000191187,20,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,59,1116180,0.0-3.0-0.24,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
40666,SUN,"[""DECK"",""SURROUNDING""]",,95933,connector,60,1156851,0.0-3.0-1.24,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""DECK"",""SURROUNDING""]",0,elated-vivacious,sun,"[""SEWER"",""OSMOSIS"",""ELATED"",""NEED"",""DECK"",""CONTAMINATE"",""EXOSKELETON"",""SURROUNDING"",""DOTS"",""COMFORTER"",""LORD"",""WORLDWIDE"",""KNEW"",""PANEL"",""FORTY"",""GLITCH"",""VIOLATION"",""ADULTERY"",""VIVACIOUS"",""SUCCESSFUL""]",0.0000849,65,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,61,1157856,0.0-3.0-0.25,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
34154,HUNDRED,"[""BUYER"",""CENTURY""]",,95933,connector,62,1192015,0.0-3.0-1.25,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""BUYER"",""CENTURY""]",0,buyer-earner,hundred,"[""PITCH"",""BUYER"",""MADLY"",""BOILED"",""ARTICHOKE"",""PRODIGAL"",""INTRICATE"",""EARNER"",""CENTURY"",""RELATIVITY"",""TUNNEL"",""SWOLLEN"",""AID"",""DISGUST"",""PREACHER"",""KNITTING"",""TELESCOPE"",""TWEET"",""UNDERGROUND"",""BANKS""]",0.0000972,1,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,63,1193021,0.0-3.0-0.26,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
29481,SUMMER,"[""GRILL"",""REFRESHING""]",,95933,connector,64,1222507,0.0-3.0-1.26,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""GRILL"",""REFRESHING""]",0,grill-sirloin,summer,"[""ENRAGE"",""CRAFTSMAN"",""GAZE"",""HUGE"",""SIRLOIN"",""UNDERSTANDING"",""NOD"",""FROST"",""ARACHNID"",""HARDCORE"",""TURKEY"",""HUT"",""SMOOTH"",""JET"",""REFRESHING"",""ELEVEN"",""DISBELIEVE"",""JAZZ"",""TWINS"",""GRILL""]",0.0000902,44,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,65,1223513,0.0-3.0-0.27,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
18684,STATUE,"[""IDOL"",""SEEN""]",,95933,connector,66,1242203,0.0-3.0-1.27,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""IDOL"",""SEEN""]",0,knowing-thinker,statue,"[""GEISHA"",""MAKEUP"",""JOURNEY"",""FORTHRIGHT"",""THINKER"",""PURSE"",""FAITHFUL"",""CROWD"",""STEALTH"",""WITTY"",""TERMINAL"",""CAPTURE"",""KNOWING"",""IDOL"",""GOOEY"",""SUPERMARKET"",""TABLES"",""SEEN"",""SENSUOUS"",""DISTANT""]",0.0000882,97,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,67,1243207,0.0-3.0-0.28,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
29817,INSIDE,"[""DOWNSTAIRS"",""DOMESTIC""]",,95933,connector,68,1273028,0.0-3.0-1.28,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""DOWNSTAIRS"",""DOMESTIC""]",0,apartment-domestic,inside,"[""HAPPENING"",""TRUMPET"",""PUN"",""RIVALRY"",""BITS"",""BLADDER"",""STRUGGLE"",""DYNAMITE"",""APARTMENT"",""DOWNSTAIRS"",""GHOST"",""UPTIGHT"",""CROWBAR"",""METALLIC"",""ACTOR"",""FORMER"",""OBSESSION"",""DOMESTIC"",""KHAKI"",""CONSTELLATION""]",0.000091,7,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,69,1274033,0.0-3.0-0.29,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
35516,UNION,"[""AIRLINE"",""STRIKE""]",,95933,connector,70,1309555,0.0-3.0-1.29,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""AIRLINE"",""STRIKE""]",0,punch-strike,union,"[""FAST"",""PROVEN"",""CALORIES"",""LIFT"",""FAD"",""FLAN"",""DIFFERENCE"",""FRIDGE"",""STRIKE"",""AIRLINE"",""PUNCH"",""TENDER"",""SATURATED"",""UPGRADE"",""GLOVE"",""UNKEMPT"",""DAWN"",""SHALLOW"",""CERTAINTY"",""WORTHY""]",0.0000861,65,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,71,1310561,0.0-3.0-0.30,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
28269,CHEERY,"[""PERKY"",""SMILES""]",,95933,connector,72,1338836,0.0-3.0-1.30,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""PERKY"",""PLEASURABLE"",""SMILES""]",1,perky-smiles,cheery,"[""CHALKBOARD"",""AROUND"",""CURSE"",""VISA"",""TEN"",""MEDIAN"",""COMPLETION"",""DRAMATIC"",""PERKY"",""SMILES"",""AUTHORITY"",""FITNESS"",""NIGHT"",""PLEASURABLE"",""CONSOLE"",""SAGE"",""GODDESS"",""MONITOR"",""DAZE"",""DID""]",0.000192819,2,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,73,1339841,0.0-3.0-0.31,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
67142,RESULTS,"[""STAR"",""LETTER""]",,95933,connector,74,1406988,0.0-3.0-1.31,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""STAR"",""DIVISION"",""LETTER""]",0,comprehension-understood,results,"[""SCHOLAR"",""PLACENTA"",""FLOWERY"",""CUDDLE"",""STAR"",""BOWELS"",""CACHE"",""OUNCE"",""DISREGARD"",""SLING"",""POUCH"",""UNDERSTOOD"",""GRAPE"",""DIVISION"",""LETTER"",""PROSECUTE"",""DENOUNCE"",""SPONGE"",""GAIT"",""COMPREHENSION""]",0.0000884,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,75,1407994,0.0-3.0-0.32,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
41548,FRUITY,"[""GYMNASTICS"",""COUNTRYSIDE""]",,95933,connector,76,1449548,0.0-3.0-1.32,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""GYMNASTICS"",""COUNTRYSIDE""]",0,flavorful-ingredients,fruity,"[""MICROWAVE"",""INGREDIENTS"",""COUNTRYSIDE"",""SPHINX"",""EXPLODE"",""RENTAL"",""MISSION"",""INCENTIVE"",""GYMNASTICS"",""FLAVORFUL"",""WILDLIFE"",""PERFECTION"",""RAG"",""WENT"",""CIRCUMSTANCE"",""HOMELAND"",""PRINCIPLE"",""TICKLE"",""THING"",""RESEMBLE""]",0.0000967,7,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,77,1450552,0.0-3.0-0.33,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
13375,HOLINESS,"[""PROPHET"",""PIETY""]",,95933,connector,78,1463934,0.0-3.0-1.33,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""HAUNTED"",""PROPHET"",""PIETY""]",0,piety-bless,holiness,"[""HAUNTED"",""SMELL"",""SUGGEST"",""CLAY"",""FOOT"",""TEMPERATURE"",""MARK"",""BLESS"",""APEX"",""TIDE"",""OREGANO"",""RELIABLE"",""BANJO"",""PROPHET"",""PIETY"",""FUZZY"",""BOND"",""SPOT"",""REBELLION"",""LIEUTENANT""]",0.000195242,31,high_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,79,1464938,0.0-3.0-0.34,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
34205,FUN,"[""CLOWNS"",""REFRESHMENT""]",,95933,connector,80,1499148,0.0-3.0-1.34,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""CLOWNS"",""REFRESHMENT""]",0,clowns-trapeze,fun,"[""FOAM"",""MAGPIE"",""ACRID"",""STRATEGY"",""ENVISION"",""CONFIRMATION"",""BLAME"",""CONTROL"",""TRAPEZE"",""CHEAP"",""UNSEEN"",""PORRIDGE"",""WHIMSICAL"",""CLOWNS"",""ADVERTISEMENT"",""BREW"",""GLUTTON"",""REFRESHMENT"",""BENCH"",""IMAGE""]",0.0000866,88,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,81,1500151,0.0-3.0-0.35,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
40962,SWELL,"[""NICE"",""COURTEOUS""]",,95933,connector,82,1541125,0.0-3.0-1.35,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""BUNS"",""NICE"",""COURTEOUS""]",1,courteous-nice,swell,"[""HORMONE"",""KIDNAPPER"",""FRUSTRATION"",""MORTGAGE"",""SLUDGE"",""COURTEOUS"",""FAX"",""BLUEPRINT"",""SOMETHING"",""BLINDS"",""BUNS"",""INTOXICATE"",""AGAINST"",""SOOT"",""NICE"",""CONSUMER"",""GRATITUDE"",""CONUNDRUM"",""LEAGUE"",""MONOTONY""]",0.0000926,2,low_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,83,1542132,0.0-3.0-0.36,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
17437,FETUS,"[""DIAPERS"",""SLUSHY""]",,95933,connector,84,1559574,0.0-3.0-1.36,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""DIAPERS"",""SLUSHY""]",0,pram-diapers,fetus,"[""LOUSE"",""ORDERED"",""LENSES"",""DIAPERS"",""WISHFUL"",""CANARY"",""ROUGE"",""ELEGANCE"",""TEXTURE"",""ASPECT"",""DISTURB"",""SLUSHY"",""ANYWAY"",""CARRYING"",""PRAM"",""GULP"",""STEERING"",""WIRELESS"",""CENTERED"",""SILL""]",0.000202096,1,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,85,1560581,0.0-3.0-0.37,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
40930,STEED,"[""GALLOP"",""SPARSE""]",,95933,connector,86,1601518,0.0-3.0-1.37,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""GALLOP"",""SPARSE""]",0,gallop-foal,steed,"[""IRONY"",""MESH"",""INTENDED"",""STRAW"",""SPARSE"",""EXTEND"",""PLACE"",""OCCURRENCE"",""CHIP"",""METICULOUS"",""GALLOP"",""RUM"",""FINALLY"",""NUTRITIOUS"",""LIVING"",""FOAL"",""LOBOTOMY"",""ARTISTIC"",""INFERENCE"",""SEQUENCE""]",0.000202067,7,low_a_high_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,87,1602523,0.0-3.0-0.38,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
46369,SWEET,"[""UNRIPE"",""VINES""]",,95933,connector,88,1648898,0.0-3.0-1.38,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,"[""UNRIPE"",""VINES""]",0,vines-plant,sweet,"[""VINES"",""PLANT"",""BLANKETS"",""CALCIUM"",""REVEAL"",""CANINE"",""DEMI"",""OMINOUS"",""MISCHIEVOUS"",""MITTENS"",""SLOPE"",""QUEEN"",""UNRIPE"",""FORGIVE"",""OUTSIDER"",""THUMP"",""NADA"",""UNTRAINED"",""TENTATIVE"",""REHEARSAL""]",0.0000848,51,high_a_low_p,
null,<p style='font-size: 48px;'>+</p>,null,fixation,95933,html-keyboard-response,89,1649902,0.0-3.0-0.39,13,4,2/23/23 18:20,197583627f3f28595f5da48ed5410dcb,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",Macintosh,Safari,16.2,OS X,10_15_7,,,,,,,,,
